roomid,day,current_area,room_area,stock,shortage_until_next,distance_to_current_area,value
92,84,4,4,10,51,4,12.75
93,84,4,4,10,0,6,0.0
94,84,4,4,10,0,6,0.0
95,84,4,4,10,9,6,1.5
96,84,4,4,10,0,6,0.0
97,84,4,4,10,0,2,0.0
98,84,4,4,9,0,6,0.0
99,84,4,4,6,35,5,7.0
0,85,0,0,10,0,5,0.0
1,85,0,0,10,0,6,0.0
2,85,0,0,10,0,3,0.0
3,85,0,0,10,0,6,0.0
4,85,0,0,10,0,5,0.0
5,85,0,0,2,41,3,13.666666666666666
6,85,0,0,2,17,3,5.666666666666667
7,85,0,0,10,0,4,0.0
8,85,0,0,8,0,8,0.0
9,85,0,0,10,0,3,0.0
10,85,0,0,10,0,7,0.0
11,85,0,0,9,0,7,0.0
12,85,0,0,10,0,3,0.0
13,85,0,0,9,10,7,1.4285714285714286
14,85,0,0,2,38,4,9.5
15,85,0,0,10,0,7,0.0
16,85,0,0,10,0,3,0.0
17,85,0,0,0,16,4,4.0
18,85,0,0,2,42,5,8.4
19,85,0,0,10,0,2,0.0
20,86,1,1,10,0,8,0.0
21,86,1,1,10,55,3,18.333333333333332
22,86,1,1,10,0,4,0.0
23,86,1,1,10,0,6,0.0
24,86,1,1,10,0,4,0.0
25,86,1,1,2,53,7,7.571428571428571
26,86,1,1,5,9,4,2.25
27,86,1,1,8,9,5,1.8
28,86,1,1,10,0,3,0.0
29,86,1,1,10,0,2,0.0
30,86,1,1,10,0,4,0.0
31,86,1,1,0,49,11,4.454545454545454
32,86,1,1,10,0,2,0.0
33,86,1,1,10,0,3,0.0
34,86,1,1,9,1,5,0.2
35,86,1,1,2,14,4,3.5
36,86,1,1,10,0,1,0.0
37,86,1,1,10,0,7,0.0
38,86,1,1,7,2,2,1.0
39,86,1,1,6,18,2,9.0
40,87,2,2,10,0,5,0.0
41,87,2,2,9,4,5,0.8
42,87,2,2,6,23,5,4.6
43,87,2,2,6,29,3,9.666666666666666
44,87,2,2,10,0,9,0.0
45,87,2,2,10,0,4,0.0
46,87,2,2,2,37,3,12.333333333333334
47,87,2,2,10,1,2,0.5
48,87,2,2,2,41,5,8.2
49,87,2,2,7,0,9,0.0
50,87,2,2,10,0,2,0.0
51,87,2,2,6,31,2,15.5
52,87,2,2,2,61,1,61.0
53,87,2,2,10,0,2,0.0
54,87,2,2,10,0,3,0.0
55,87,2,2,10,0,4,0.0
56,87,2,2,10,0,4,0.0
57,87,2,2,9,9,3,3.0
58,87,2,2,10,0,3,0.0
59,87,2,2,10,0,1,0.0
60,88,3,3,10,0,3,0.0
61,88,3,3,8,17,6,2.8333333333333335
62,88,3,3,10,20,6,3.3333333333333335
63,88,3,3,10,0,1,0.0
64,88,3,3,10,0,5,0.0
65,88,3,3,10,0,8,0.0
66,88,3,3,0,45,6,7.5
67,88,3,3,10,0,3,0.0
68,88,3,3,0,45,3,15.0
69,88,3,3,10,7,3,2.3333333333333335
70,88,3,3,10,0,7,0.0
71,88,3,3,9,0,5,0.0
72,88,3,3,9,4,1,4.0
73,88,3,3,2,12,4,3.0
74,88,3,3,10,0,3,0.0
75,88,3,3,10,0,9,0.0
76,88,3,3,2,19,4,4.75
77,88,3,3,9,0,4,0.0
78,88,3,3,10,0,4,0.0
79,88,3,3,2,27,6,4.5
80,89,4,4,10,0,4,0.0
81,89,4,4,10,0,6,0.0
82,89,4,4,10,0,7,0.0
83,89,4,4,6,26,5,5.2
84,89,4,4,10,0,4,0.0
85,89,4,4,10,0,4,0.0
86,89,4,4,10,0,3,0.0
87,89,4,4,10,0,2,0.0
88,89,4,4,6,24,7,3.4285714285714284
89,89,4,4,10,0,3,0.0
90,89,4,4,8,16,5,3.2
91,89,4,4,10,0,6,0.0
92,89,4,4,6,48,4,12.0
93,89,4,4,10,0,6,0.0
94,89,4,4,10,0,6,0.0
95,89,4,4,6,7,6,1.1666666666666667
96,89,4,4,10,0,6,0.0
97,89,4,4,10,0,2,0.0
98,89,4,4,7,0,6,0.0
99,89,4,4,2,41,5,8.2
0,90,0,0,10,0,5,0.0
1,90,0,0,10,0,6,0.0
2,90,0,0,10,0,3,0.0
3,90,0,0,10,0,6,0.0
4,90,0,0,10,0,5,0.0
5,90,0,0,10,33,3,11.0
6,90,0,0,0,26,3,8.666666666666666
7,90,0,0,10,0,4,0.0
8,90,0,0,10,0,8,0.0
9,90,0,0,10,0,3,0.0
10,90,0,0,10,0,7,0.0
11,90,0,0,10,0,7,0.0
12,90,0,0,10,0,3,0.0
13,90,0,0,7,0,7,0.0
14,90,0,0,6,44,4,11.0
15,90,0,0,10,0,7,0.0
16,90,0,0,10,0,3,0.0
17,90,0,0,7,1,4,0.25
18,90,0,0,6,43,5,8.6
19,90,0,0,10,0,2,0.0
20,91,1,1,10,0,8,0.0
21,91,1,1,6,53,3,17.666666666666668
22,91,1,1,10,0,4,0.0
23,91,1,1,10,0,6,0.0
24,91,1,1,9,0,4,0.0
25,91,1,1,10,45,7,6.428571428571429
26,91,1,1,5,10,4,2.5
27,91,1,1,7,7,5,1.4
28,91,1,1,10,0,3,0.0
29,91,1,1,10,0,2,0.0
30,91,1,1,10,0,4,0.0
31,91,1,1,0,43,11,3.909090909090909
32,91,1,1,10,0,2,0.0
33,91,1,1,10,0,3,0.0
34,91,1,1,8,3,5,0.6
35,91,1,1,6,10,4,2.5
36,91,1,1,10,0,1,0.0
37,91,1,1,10,0,7,0.0
38,91,1,1,8,0,2,0.0
39,91,1,1,10,33,2,16.5
40,92,2,2,10,0,5,0.0
41,92,2,2,10,8,5,1.6
42,92,2,2,6,23,5,4.6
43,92,2,2,2,26,3,8.666666666666666
44,92,2,2,10,0,9,0.0
45,92,2,2,10,0,4,0.0
46,92,2,2,6,20,3,6.666666666666667
47,92,2,2,8,3,2,1.5
48,92,2,2,0,38,5,7.6
49,92,2,2,9,10,9,1.1111111111111112
50,92,2,2,10,0,2,0.0
51,92,2,2,2,43,2,21.5
52,92,2,2,6,51,1,51.0
53,92,2,2,10,0,2,0.0
54,92,2,2,10,0,3,0.0
55,92,2,2,10,0,4,0.0
56,92,2,2,10,0,4,0.0
57,92,2,2,10,15,3,5.0
58,92,2,2,10,0,3,0.0
59,92,2,2,10,0,1,0.0
60,93,3,3,10,0,3,0.0
61,93,3,3,8,5,6,0.8333333333333334
62,93,3,3,6,12,6,2.0
63,93,3,3,10,0,1,0.0
64,93,3,3,10,0,5,0.0
65,93,3,3,10,0,8,0.0
66,93,3,3,0,61,6,10.166666666666666
67,93,3,3,10,0,3,0.0
68,93,3,3,0,52,3,17.333333333333332
69,93,3,3,10,7,3,2.3333333333333335
70,93,3,3,10,0,7,0.0
71,93,3,3,10,0,5,0.0
72,93,3,3,8,8,1,8.0
73,93,3,3,10,13,4,3.25
74,93,3,3,10,0,3,0.0
75,93,3,3,10,0,9,0.0
76,93,3,3,0,15,4,3.75
77,93,3,3,10,0,4,0.0
78,93,3,3,10,0,4,0.0
79,93,3,3,6,13,6,2.1666666666666665
80,94,4,4,10,0,4,0.0
81,94,4,4,10,0,6,0.0
82,94,4,4,10,0,7,0.0
83,94,4,4,0,38,5,7.6
84,94,4,4,10,0,4,0.0
85,94,4,4,10,0,4,0.0
86,94,4,4,10,0,3,0.0
87,94,4,4,10,0,2,0.0
88,94,4,4,6,25,7,3.5714285714285716
89,94,4,4,10,0,3,0.0
90,94,4,4,8,26,5,5.2
91,94,4,4,10,0,6,0.0
92,94,4,4,6,51,4,12.75
93,94,4,4,10,0,6,0.0
94,94,4,4,10,0,6,0.0
95,94,4,4,6,7,6,1.1666666666666667
96,94,4,4,10,0,6,0.0
97,94,4,4,10,0,2,0.0
98,94,4,4,9,0,6,0.0
99,94,4,4,6,33,5,6.6
0,95,0,0,10,0,5,0.0
1,95,0,0,10,0,6,0.0
2,95,0,0,10,0,3,0.0
3,95,0,0,10,0,6,0.0
4,95,0,0,10,0,5,0.0
5,95,0,0,2,36,3,12.0
6,95,0,0,2,13,3,4.333333333333333
7,95,0,0,10,0,4,0.0
8,95,0,0,8,0,8,0.0
9,95,0,0,10,0,3,0.0
10,95,0,0,10,0,7,0.0
11,95,0,0,9,0,7,0.0
12,95,0,0,10,0,3,0.0
13,95,0,0,10,0,7,0.0
14,95,0,0,2,39,4,9.75
15,95,0,0,10,0,7,0.0
16,95,0,0,10,0,3,0.0
17,95,0,0,3,7,4,1.75
18,95,0,0,0,49,5,9.8
19,95,0,0,10,0,2,0.0
20,96,1,1,10,0,8,0.0
21,96,1,1,10,58,3,19.333333333333332
22,96,1,1,10,0,4,0.0
23,96,1,1,10,0,6,0.0
24,96,1,1,10,0,4,0.0
25,96,1,1,10,40,7,5.714285714285714
26,96,1,1,0,18,4,4.5
27,96,1,1,9,13,5,2.6
28,96,1,1,10,0,3,0.0
29,96,1,1,10,0,2,0.0
30,96,1,1,10,0,4,0.0
31,96,1,1,0,53,11,4.818181818181818
32,96,1,1,10,0,2,0.0
33,96,1,1,10,0,3,0.0
34,96,1,1,3,8,5,1.6
35,96,1,1,10,18,4,4.5
36,96,1,1,10,0,1,0.0
37,96,1,1,10,0,7,0.0
38,96,1,1,8,0,2,0.0
39,96,1,1,0,44,2,22.0
40,97,2,2,10,0,5,0.0
41,97,2,2,9,4,5,0.8
42,97,2,2,0,24,5,4.8
43,97,2,2,2,34,3,11.333333333333334
44,97,2,2,10,0,9,0.0
45,97,2,2,10,0,4,0.0
46,97,2,2,2,42,3,14.0
47,97,2,2,8,2,2,1.0
48,97,2,2,0,31,5,6.2
49,97,2,2,7,5,9,0.5555555555555556
50,97,2,2,10,0,2,0.0
51,97,2,2,10,28,2,14.0
52,97,2,2,6,48,1,48.0
53,97,2,2,10,0,2,0.0
54,97,2,2,10,0,3,0.0
55,97,2,2,10,0,4,0.0
56,97,2,2,10,0,4,0.0
57,97,2,2,9,10,3,3.3333333333333335
58,97,2,2,10,0,3,0.0
59,97,2,2,10,0,1,0.0
60,98,3,3,10,0,3,0.0
61,98,3,3,10,7,6,1.1666666666666667
62,98,3,3,10,18,6,3.0
63,98,3,3,10,0,1,0.0
64,98,3,3,10,0,5,0.0
65,98,3,3,10,0,8,0.0
66,98,3,3,0,56,6,9.333333333333334
67,98,3,3,10,0,3,0.0
68,98,3,3,0,41,3,13.666666666666666
69,98,3,3,8,17,3,5.666666666666667
70,98,3,3,10,0,7,0.0
71,98,3,3,9,0,5,0.0
72,98,3,3,6,8,1,8.0
73,98,3,3,6,14,4,3.5
74,98,3,3,10,0,3,0.0
75,98,3,3,10,0,9,0.0
76,98,3,3,10,24,4,6.0
77,98,3,3,10,0,4,0.0
78,98,3,3,10,0,4,0.0
79,98,3,3,6,16,6,2.6666666666666665
80,99,4,4,10,0,4,0.0
81,99,4,4,10,0,6,0.0
82,99,4,4,10,0,7,0.0
83,99,4,4,0,39,5,7.8
84,99,4,4,10,0,4,0.0
85,99,4,4,10,0,4,0.0
86,99,4,4,10,0,3,0.0
87,99,4,4,10,0,2,0.0
88,99,4,4,2,20,7,2.857142857142857
89,99,4,4,10,0,3,0.0
90,99,4,4,10,16,5,3.2
91,99,4,4,10,0,6,0.0
92,99,4,4,6,48,4,12.0
93,99,4,4,10,0,6,0.0
94,99,4,4,10,0,6,0.0
95,99,4,4,6,6,6,1.0
96,99,4,4,10,0,6,0.0
97,99,4,4,10,0,2,0.0
98,99,4,4,8,0,6,0.0
99,99,4,4,2,41,5,8.2
