day,count0,0
79,35
80,32
81,34
82,30
83,34
84,31
85,37
86,42
87,37
88,37
89,30
90,35
91,38
92,35
93,31
94,33
95,36
96,39
97,35
98,33
99,34
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,50
7,46
8,46
9,49
10,47
11,48
12,39
13,39
14,47
15,46
16,44
17,41
18,39
19,48
20,44
21,45
22,47
23,47
24,43
25,42
26,40
27,39
28,41
29,46
30,49
31,44
32,43
33,43
34,44
35,45
36,43
37,44
38,36
39,43
40,41
41,40
42,38
43,40
44,48
45,44
46,51
47,45
48,41
49,45
50,42
51,41
52,41
53,41
54,43
55,41
56,42
57,49
58,47
59,43
60,40
61,45
62,42
63,41
64,45
65,48
66,47
67,45
68,42
69,49
70,38
71,43
72,45
73,38
74,41
75,44
76,44
77,44
78,41
79,53
80,47
81,50
82,52
83,48
84,43
85,42
86,44
87,40
88,39
89,42
90,43
91,44
92,40
93,47
94,45
95,43
96,44
97,44
98,45
99,45
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,38
7,35
8,34
9,32
10,34
11,32
12,40
13,40
14,33
15,41
16,37
17,40
18,35
19,30
20,29
21,29
22,34
23,32
24,28
25,30
26,30
27,34
28,35
29,35
30,30
31,28
32,36
33,30
34,29
35,30
36,31
37,37
38,34
39,37
40,31
41,33
42,38
43,33
44,32
45,33
46,37
47,43
48,38
49,30
50,34
51,33
52,39
53,30
54,29
55,34
56,34
57,35
58,33
59,34
60,30
61,32
62,35
63,35
64,33
65,35
66,37
67,40
68,36
69,26
70,29
71,38
72,34
73,32
74,29
75,28
76,32
77,37
78,37
79,33
80,30
81,35
82,33
83,34
84,31
85,35
86,35
87,32
88,32
89,35
90,35
91,37
92,38
93,34
94,26
95,31
96,33
97,41
98,38
99,30
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,36
7,34
8,34
9,31
10,32
11,32
12,35
13,34
14,35
15,31
16,34
17,36
18,30
19,38
20,36
21,33
22,29
23,30
24,30
25,37
26,33
27,38
28,28
29,37
30,36
31,39
32,33
33,33
34,33
35,30
36,36
37,30
38,30
39,33
40,38
41,41
42,40
43,32
44,33
45,30
46,35
47,34
48,34
49,34
50,33
51,34
52,34
53,35
54,35
55,34
56,36
57,32
58,34
59,35
60,33
61,34
62,37
63,36
64,32
65,33
66,34
67,33
68,34
69,30
70,31
71,34
72,30
73,30
74,36
75,35
76,31
77,34
78,31
79,31
80,36
81,38
82,37
83,32
84,30
85,36
86,37
87,32
88,37
89,38
90,35
91,38
92,36
93,36
94,36
95,39
96,39
97,34
98,36
99,35
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,45
7,47
8,44
9,45
10,46
11,46
12,46
13,39
14,47
15,49
16,49
17,44
18,44
19,49
20,52
21,43
22,44
23,41
24,42
25,50
26,47
27,45
28,40
29,44
30,45
31,46
32,49
33,44
34,45
35,45
36,49
37,50
38,47
39,50
40,51
41,46
42,47
43,43
44,47
45,52
46,46
47,43
48,46
49,45
50,46
51,48
52,43
53,47
54,45
55,46
56,42
57,46
58,44
59,43
60,45
61,46
62,48
63,42
64,50
65,51
66,41
67,44
68,42
69,45
70,47
71,45
72,49
73,43
74,43
75,45
76,48
77,43
78,40
79,45
80,44
81,49
82,46
83,41
84,47
85,44
86,49
87,45
88,41
89,44
90,47
91,47
92,45
93,44
94,48
95,46
96,47
97,47
98,41
99,47
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,46
7,39
8,41
9,39
10,43
11,40
12,39
13,41
14,42
15,49
16,45
17,41
18,43
19,46
20,42
21,42
22,43
23,40
24,42
25,41
26,41
27,40
28,40
29,45
30,42
31,46
32,44
33,42
34,46
35,40
36,41
37,43
38,39
39,44
40,43
41,45
42,43
43,47
44,45
45,40
46,43
47,44
48,47
49,43
50,45
51,43
52,38
53,44
54,42
55,44
56,43
57,43
58,40
59,51
60,49
61,46
62,43
63,35
64,43
65,46
66,45
67,47
68,37
69,43
70,41
71,47
72,43
73,40
74,46
75,46
76,40
77,44
78,37
79,42
80,37
81,38
82,42
83,40
84,44
85,46
86,44
87,35
88,34
89,36
90,44
91,47
92,48
93,48
94,47
95,47
96,51
97,43
98,45
99,41
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,99
7,86
8,50
9,19
10,7
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
day,countday,countday,countday,countday,countday,countday,countday,countday,countday,countday,count0,0
1,0
2,0
3,0
4,0
5,0
6,19
7,18
8,21
9,22
10,19
11,17
12,22
13,20
14,19
15,22
16,20
17,19
18,20
19,21
20,22
21,23
22,19
23,18
24,20
25,20
26,22
27,20
28,23
29,21
30,22
31,18
32,19
33,23
34,20
35,19
36,19
37,22
38,23
39,18
40,20
41,18
42,21
43,23
44,17
45,20
46,23
47,27
48,21
49,21
50,23
51,22
52,20
53,21
54,22
55,18
56,19
57,24
58,21
59,19
60,21
61,20
62,18
63,18
64,20
65,22
66,21
67,23
68,25
69,24
70,22
71,21
72,23
73,27
74,20
75,19
76,22
77,20
78,19
79,19
80,17
81,21
82,18
83,18
84,20
85,19
86,18
87,19
88,18
89,19
90,23
91,20
92,18
93,18
94,18
95,19
96,22
97,22
98,23
99,23
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,39
7,33
8,36
9,40
10,45
11,34
12,36
13,43
14,38
15,42
16,41
17,38
18,36
19,44
20,46
21,42
22,37
23,35
24,40
25,39
26,32
27,32
28,35
29,40
30,39
31,36
32,38
33,37
34,38
35,37
36,42
37,43
38,44
39,42
40,45
41,34
42,37
43,36
44,38
45,39
46,33
47,36
48,39
49,40
50,38
51,44
52,40
53,38
54,36
55,41
56,36
57,40
58,47
59,42
60,46
61,36
62,31
63,35
64,33
65,35
66,40
67,41
68,40
69,37
70,45
71,43
72,38
73,42
74,46
75,43
76,37
77,37
78,36
79,37
80,41
81,43
82,37
83,40
84,40
85,41
86,34
87,36
88,42
89,36
90,40
91,34
92,38
93,41
94,38
95,44
96,40
97,39
98,42
99,37
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,35
7,27
8,32
9,31
10,33
11,36
12,34
13,38
14,33
15,34
16,37
17,31
18,34
19,29
20,32
21,31
22,24
23,31
24,30
25,29
26,36
27,31
28,40
29,33
30,34
31,29
32,27
33,29
34,27
35,35
36,33
37,23
38,31
39,29
40,31
41,29
42,23
43,23
44,30
45,35
46,35
47,30
48,30
49,32
50,32
51,31
52,31
53,29
54,29
55,34
56,34
57,27
58,34
59,31
60,32
61,31
62,27
63,27
64,31
65,34
66,37
67,32
68,37
69,31
70,30
71,29
72,28
73,29
74,25
75,32
76,32
77,26
78,31
79,32
80,30
81,34
82,34
83,34
84,33
85,33
86,33
87,26
88,33
89,31
90,30
91,29
92,24
93,34
94,33
95,38
96,36
97,29
98,35
99,38
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,18
7,11
8,13
9,15
10,18
11,18
12,13
13,14
14,17
15,16
16,21
17,16
18,15
19,15
20,18
21,17
22,11
23,12
24,16
25,17
26,20
27,14
28,15
29,16
30,19
31,17
32,12
33,12
34,14
35,13
36,15
37,11
38,11
39,14
40,17
41,17
42,11
43,13
44,17
45,20
46,20
47,12
48,13
49,16
50,18
51,20
52,13
53,14
54,17
55,18
56,17
57,12
58,14
59,14
60,15
61,20
62,14
63,13
64,15
65,15
66,19
67,12
68,16
69,19
70,18
71,19
72,11
73,16
74,14
75,14
76,18
77,15
78,14
79,14
80,13
81,18
82,14
83,11
84,14
85,17
86,18
87,13
88,18
89,16
90,15
91,19
92,14
93,13
94,15
95,15
96,17
97,13
98,13
99,18
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,36
7,38
8,38
9,36
10,39
11,38
12,37
13,43
14,43
15,41
16,37
17,35
18,40
19,37
20,44
21,40
22,37
23,41
24,43
25,40
26,38
27,33
28,39
29,36
30,33
31,37
32,31
33,39
34,42
35,37
36,36
37,33
38,44
39,40
40,42
41,38
42,35
43,42
44,40
45,37
46,37
47,36
48,40
49,40
50,40
51,36
52,32
53,37
54,34
55,42
56,42
57,34
58,34
59,41
60,40
61,39
62,36
63,37
64,38
65,43
66,37
67,37
68,38
69,43
70,40
71,30
72,37
73,34
74,30
75,45
76,39
77,35
78,45
79,42
80,42
81,36
82,34
83,39
84,39
85,40
86,39
87,35
88,39
89,39
90,45
91,39
92,36
93,39
94,40
95,39
96,35
97,34
98,37
99,38
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,69
7,65
8,63
9,61
10,64
11,59
12,62
13,67
14,67
15,67
16,64
17,64
18,65
19,69
20,64
21,63
22,62
23,68
24,63
25,68
26,66
27,65
28,66
29,67
30,66
31,60
32,71
33,68
34,68
35,71
36,70
37,69
38,69
39,62
40,64
41,64
42,62
43,63
44,66
45,67
46,63
47,64
48,62
49,63
50,68
51,69
52,67
53,67
54,60
55,64
56,66
57,66
58,65
59,69
60,63
61,63
62,65
63,67
64,62
65,61
66,61
67,65
68,67
69,68
70,64
71,69
72,65
73,70
74,65
75,63
76,61
77,60
78,66
79,67
80,67
81,60
82,63
83,63
84,74
85,66
86,69
87,63
88,63
89,64
90,63
91,63
92,69
93,71
94,74
95,69
96,64
97,64
98,68
99,67
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,55
7,55
8,57
9,57
10,57
11,55
12,50
13,50
14,53
15,55
16,52
17,53
18,55
19,53
20,50
21,46
22,51
23,58
24,52
25,54
26,56
27,52
28,54
29,54
30,55
31,57
32,51
33,49
34,57
35,58
36,55
37,57
38,57
39,55
40,52
41,47
42,50
43,50
44,49
45,49
46,53
47,52
48,48
49,52
50,59
51,55
52,57
53,52
54,59
55,54
56,55
57,54
58,47
59,47
60,54
61,49
62,53
63,56
64,56
65,51
66,52
67,51
68,51
69,54
70,59
71,53
72,51
73,53
74,52
75,51
76,56
77,54
78,55
79,56
80,57
81,56
82,56
83,54
84,63
85,55
86,54
87,52
88,51
89,52
90,51
91,50
92,60
93,51
94,51
95,53
96,50
97,49
98,50
99,55
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,37
7,39
8,38
9,35
10,42
11,37
12,43
13,40
14,44
15,46
16,42
17,43
18,44
19,44
20,42
21,38
22,37
23,39
24,39
25,42
26,34
27,31
28,32
29,33
30,36
31,39
32,36
33,38
34,46
35,43
36,39
37,37
38,40
39,37
40,42
41,37
42,34
43,33
44,43
45,39
46,39
47,35
48,39
49,40
50,41
51,40
52,35
53,39
54,36
55,39
56,39
57,38
58,41
59,41
60,39
61,36
62,41
63,40
64,43
65,41
66,37
67,39
68,33
69,36
70,38
71,34
72,34
73,38
74,38
75,33
76,43
77,41
78,38
79,37
80,40
81,39
82,33
83,37
84,37
85,42
86,41
87,41
88,38
89,40
90,46
91,36
92,40
93,37
94,37
95,40
96,36
97,38
98,35
99,37
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,20
7,19
8,21
9,20
10,21
11,19
12,22
13,27
14,19
15,23
16,22
17,21
18,20
19,18
20,19
21,21
22,19
23,22
24,23
25,20
26,19
27,23
28,22
29,25
30,18
31,19
32,19
33,19
34,19
35,24
36,20
37,19
38,17
39,19
40,21
41,20
42,20
43,23
44,18
45,21
46,19
47,23
48,23
49,23
50,21
51,16
52,14
53,20
54,17
55,20
56,22
57,16
58,21
59,19
60,20
61,20
62,19
63,19
64,21
65,16
66,19
67,21
68,20
69,20
70,23
71,21
72,22
73,21
74,17
75,18
76,19
77,17
78,17
79,21
80,19
81,22
82,19
83,22
84,22
85,19
86,21
87,23
88,22
89,19
90,20
91,21
92,19
93,18
94,18
95,21
96,20
97,20
98,20
99,20
day,count0,0
1,0
2,0
3,0
4,0
5,0
6,40
7,35
8,39
9,35
10,41
11,37
12,36
13,39
14,42
15,38
16,37
17,35
18,36
19,33
20,36
21,32
22,32
23,40
24,40
25,44
26,37
27,40
28,41
29,38
30,36
31,31
32,37
33,38
34,35
35,37
36,41
37,35
38,40
39,43
40,41
41,35
42,41
43,38
44,35
45,38
46,36
47,38
48,44
49,44
50,45
51,35
52,37
53,39
54,35
55,40
56,38
57,41
58,41
59,40
60,41
61,34
62,37
63,32
64,39
65,41
66,35
67,44
68,41
69,43
70,44
71,39
72,34
73,35
74,41
75,41
76,40
77,35
78,35
79,38
80,39
81,37
82,38
83,37
84,37
85,42
86,35
87,37
88,40
89,40
90,36
91,36
92,39
93,43
94,44
95,42
96,37
97,36
98,40
99,46
