roomid,day,current_area,room_area,stock,shortage_until_next,distance_to_current_area,value
46,97,2,2,0,37,3,12.333333333333334
47,97,2,2,9,10,2,5.0
48,97,2,2,10,51,5,10.2
49,97,2,2,8,1,9,0.1111111111111111
51,97,2,2,2,42,2,21.0
52,97,2,2,10,71,1,71.0
57,97,2,2,9,5,3,1.6666666666666667
61,97,2,3,4,1,4,0.25
73,97,2,3,0,3,8,0.375
79,97,2,3,10,1,8,0.125
88,97,2,4,6,4,17,0.23529411764705882
99,97,2,4,0,12,19,0.631578947368421
5,98,3,0,10,10,13,0.7692307692307693
14,98,3,0,10,8,14,0.5714285714285714
21,98,3,1,10,5,11,0.45454545454545453
31,98,3,1,10,6,15,0.4
35,98,3,1,10,2,8,0.25
46,98,3,2,10,4,9,0.4444444444444444
48,98,3,2,10,14,9,1.5555555555555556
51,98,3,2,10,2,10,0.2
52,98,3,2,10,20,9,2.2222222222222223
62,98,3,3,2,31,6,5.166666666666667
66,98,3,3,10,3,6,0.5
68,98,3,3,10,24,3,8.0
69,98,3,3,8,9,3,3.0
72,98,3,3,10,6,1,6.0
73,98,3,3,10,5,4,1.25
76,98,3,3,10,13,4,3.25
79,98,3,3,10,5,6,0.8333333333333334
83,98,3,4,6,4,11,0.36363636363636365
92,98,3,4,10,6,8,0.75
98,98,3,4,0,0,14,0.0
